"","Time","Sl_No.","UPI_Beneficiary_Bank","Total_Volume","Approved_Amt","BD_Amt","TD_Amt","DeemedApproved_Amt"
"1133","""Jun 23""",33,"Jammu And Kashmir Bank",13.75,13.352625,0.04675,0.309375,0.042625
"1134","""Jun 23""",34,"Equitas Small Finance Bank",11.38,11.103466,0.251498,0.023898,0.001138
"1135","""Jun 23""",35,"Punjab And Sind Bank",10.97,10.704526,0.020843,0.20843,0.037298
"1136","""Jun 23""",36,"Rbl Bank",19.83,19.570227,0.111048,0.136827,0.011898
"1137","""Jun 23""",37,"Kerala Gramin Bank",10.3,10.15786,0.0206,0.0824,0.03914
"1138","""Jun 23""",38,"Pragathi Krishna Gramin Bank",10.09,9.869029,0.038342,0.111999,0.07063
"1139","""Jun 23""",39,"Citibank",11.91,11.881416,0,0.016674,0.01191
"1140","""Jun 23""",40,"Andhra Pradesh Grameena Vikas Bank",9.79,9.184978,0.028391,0.52866,0.047971
"1141","""Jun 23""",41,"Dbs Bank India Limited",9.16,9.009776,0.12824,0.010992,0.010992
"1142","""Jun 23""",42,"Maharashtra Gramin Bank",8.58,8.068632,0.032604,0.44187,0.037752
"1143","""Jun 23""",43,"Esaf Small Finance Bank Ltd.",7.75,7.61515,0.0093,0.113925,0.011625
"1144","""Jun 23""",44,"Baroda Up Gramin Bank",7.56,7.169904,0.077868,0.246456,0.065772
"1145","""Jun 23""",45,"Rajasthan Marudhara Gramin Bank",7.36,7.103872,0.026496,0.183264,0.046368
"1146","""Jun 23""",46,"Tri O Tech Solutions Private Limited",7.47,6.958305,0.49302,0.017181,0.002241
"1147","""Jun 23""",47,"Jio Payments Bank",6.5,6.44605,0.02795,0.00975,0.01625
"1148","""Jun 23""",48,"Saraswat Bank",6.35,6.24078,0.012065,0.067945,0.02921
"1149","""Jun 23""",49,"Sarva Haryana Gramin Bank",5.86,5.682442,0.02637,0.131264,0.019924
"1150","""Jun 23""",50,"Andhra Pragathi Grameena Bank",6.09,5.661873,0.16443,0.24969,0.014007
"1151","""July 23""",1,"Paytm Payments Bank",2331.83,2327.632706,3.964111,0.233183,0
"1152","""July 23""",2,"Yes Bank Ltd",1865.76,1863.334512,0.373152,2.052336,0.559728
"1153","""July 23""",3,"State Bank Of India",1070.51,1062.374124,1.926918,6.208958,0.642306
"1154","""July 23""",4,"Axis Bank Ltd",688.05,687.293145,0.619245,0.13761,0.27522
"1155","""July 23""",5,"Icici Bank",627.95,626.631305,0.62795,0.75354,0.313975
"1156","""July 23""",6,"Hdfc Bank Ltd",510.54,506.813058,3.31851,0.408432,0.153162
"1157","""July 23""",7,"Bank Of Baroda",290.12,288.901496,0.7253,0.493204,0.406168
"1158","""July 23""",8,"Union Bank Of India",279.02,278.350352,0.41853,0.223216,0.083706
"1159","""July 23""",9,"Federal Bank",229.06,228.281196,0.526838,0.251966,0.022906
"1160","""July 23""",10,"Canara Bank",223.29,220.811481,0.960147,1.518372,0.513567
"1161","""July 23""",11,"Punjab National Bank",222.99,221.585163,0.936558,0.44598,0.423681
"1162","""July 23""",12,"Kotak Mahindra Bank",200.84,197.42572,2.972432,0.441848,0.120504
"1163","""July 23""",13,"Bank Of India",155.21,154.74437,0.341462,0.124168,0.046563
"1164","""July 23""",14,"Indian Bank",149.29,147.110366,0.537444,1.64219,0.656876
"1165","""July 23""",15,"Airtel Payments Bank",124.06,122.682934,0.471428,0.905638,0.570676
"1166","""July 23""",16,"Indusind Bank",96.57,95.913324,0.183483,0.473193,0.135198
"1167","""July 23""",17,"India Post Payment Bank",78.07,76.344653,0.335701,1.389646,0.273245
"1168","""July 23""",18,"Central Bank Of India",76.44,75.201672,0.435708,0.810264,0.366912
"1169","""July 23""",19,"Indian Overseas Bank",63.85,62.260135,0.197935,1.385545,0.529955
"1170","""July 23""",20,"Uco Bank",57.89,57.230054,0.393652,0.272083,0.069468
"1171","""July 23""",21,"Idbi Bank Limited",54.7,54.20223,0.21333,0.28444,0.0547
"1172","""July 23""",22,"Idfc First Bank",49.55,48.762155,0.4955,0.292345,0.104055
"1173","""July 23""",23,"Bank Of Maharashtra",44.04,43.251684,0.092484,0.695832,0.118908
"1174","""July 23""",24,"Fino Payments Bank",41.98,40.057316,0.465978,1.456706,0.117544
"1175","""July 23""",25,"Karnataka Bank",36.16,35.256,0.260352,0.643648,0.061472
"1176","""July 23""",26,"Karur Vysya Bank",28.69,28.314161,0.123367,0.252472,0.040166
"1177","""July 23""",27,"South Indian Bank",26.01,25.934571,0.057222,0.015606,0.002601
"1178","""July 23""",28,"Bandhan Bank",24.42,24.275922,0.021978,0.119658,0.01221
"1179","""July 23""",29,"Rbl Bank",22.99,22.888844,0.06897,0.032186,0.018392
"1180","""July 23""",30,"Au Small Finance Bank",20.3,19.95896,0.3248,0.01624,0.00406
"1181","""July 23""",31,"Tamilnad Mercantile Bank",16.44,16.400544,0.02466,0.014796,0.003288
"1182","""July 23""",32,"City Union Bank",16.17,15.954939,0.14553,0.069531,0.01617
"1183","""July 23""",33,"Ujjivan Small Finance Bank",15.43,15.328162,0.04629,0.055548,0.024688
"1184","""July 23""",34,"Jammu And Kashmir Bank",14.39,14.177028,0.046048,0.166924,0.015829
"1185","""July 23""",35,"Equitas Small Finance Bank",11.99,11.65428,0.249392,0.086328,0.009592
"1186","""July 23""",36,"Punjab And Sind Bank",11.66,11.396484,0.020988,0.242528,0.027984
"1187","""July 23""",37,"Kerala Gramin Bank",10.91,10.853268,0.02182,0.034912,0.028366
"1188","""July 23""",38,"Citibank",10.78,10.76383,0,0.01617,0.012936
"1189","""July 23""",39,"Pragathi Krishna Gramin Bank",10.7,10.41431,0.03745,0.24824,0.06634
"1190","""July 23""",40,"Andhra Pradesh Grameena Vikas Bank",9.66,9.436854,0.02415,0.19803,0.034776
"1191","""July 23""",41,"Dbs Bank India Limited",9.44,9.287072,0.118,0.034928,0.01416
"1192","""July 23""",42,"Maharashtra Gramin Bank",8.96,8.388352,0.041216,0.530432,0.043904
"1193","""July 23""",43,"Tri O Tech Solutions Private Limited",8.46,7.915176,0.517752,0.027072,0.003384
"1194","""July 23""",44,"Baroda Up Gramin Bank",8.28,7.72524,0.061272,0.494316,0.13248
"1195","""July 23""",45,"Rajasthan Marudhara Gramin Bank",8.2,7.89578,0.0369,0.26814,0.02378
"1196","""July 23""",46,"Esaf Small Finance Bank Ltd.",8.14,8.080578,0.003256,0.056166,0.02442
"1197","""July 23""",47,"Andhra Pragathi Grameena Bank",6.71,5.91822,0.028853,0.75823,0.020801
"1198","""July 23""",48,"Saraswat Bank",6.64,6.514504,0.011952,0.114208,0.01328
"1199","""July 23""",49,"Sarva Haryana Gramin Bank",6.08,5.974208,0.029184,0.076608,0.011552
"1200","""July 23""",50,"Baroda Rajasthan Kshetriya Gramin Bank",5.45,5.06305,0.1308,0.25615,0.04578
"1201","""Aug 23""",1,"Paytm Payments Bank",2505.7,2501.18974,3.25741,1.25285,0
"1202","""Aug 23""",2,"Yes Bank Ltd",1789.49,1787.879459,0.357898,1.252643,0.178949
"1203","""Aug 23""",3,"State Bank Of India",1114.59,1104.447231,2.006262,8.136507,2.786475
"1204","""Aug 23""",4,"Axis Bank Ltd",733.96,732.565476,0.954148,0.440376,0.513772
"1205","""Aug 23""",5,"Icici Bank",630.09,625.868397,1.953279,2.268324,1.008144
"1206","""Aug 23""",6,"Hdfc Bank Ltd",530.64,527.084712,3.130776,0.424512,0.371448
"1207","""Aug 23""",7,"Bank Of Baroda",308.67,303.237408,0.524739,4.907853,0.524739
"1208","""Aug 23""",8,"Union Bank Of India",295.91,293.83863,0.473456,1.597914,0.621411
"1209","""Aug 23""",9,"Federal Bank",246.28,245.344136,0.6157,0.320164,0.024628
"1210","""Aug 23""",10,"Punjab National Bank",234.84,231.035592,1.080264,2.724144,0.540132
"1211","""Aug 23""",11,"Canara Bank",235.33,233.494426,0.988386,0.847188,0.352995
"1212","""Aug 23""",12,"Kotak Mahindra Bank",215.21,214.198513,0.925403,0.064563,0.064563
"1213","""Aug 23""",13,"Bank Of India",164.1,163.04976,0.42666,0.62358,0.1641
"1214","""Aug 23""",14,"Indian Bank",162,161.2062,0.6804,0.1134,0.1458
"1215","""Aug 23""",15,"Airtel Payments Bank",135.79,134.4321,0.54316,0.81474,0.325896
"1216","""Aug 23""",16,"Indusind Bank",102.79,100.055786,0.215859,2.518355,0.688693
"1217","""Aug 23""",17,"India Post Payment Bank",85.7,84.43164,0.36851,0.89985,0.24853
"1218","""Aug 23""",18,"Central Bank Of India",80.15,78.907675,0.46487,0.76944,0.40075
"1219","""Aug 23""",19,"Indian Overseas Bank",66.68,65.719808,0.226712,0.73348,0.320064
"1220","""Aug 23""",20,"Uco Bank",61.82,61.04725,0.476014,0.302918,0.068002
"1221","""Aug 23""",21,"Idbi Bank Limited",57.26,55.960198,0.246218,1.053584,0.131698
"1222","""Aug 23""",22,"Bank Of Maharashtra",46.19,45.848194,0.106237,0.235569,0.064666
"1223","""Aug 23""",23,"Fino Payments Bank",47.49,46.473714,0.603123,0.413163,0.033243
"1224","""Aug 23""",24,"Karnataka Bank",37.71,37.159434,0.211176,0.33939,0.015084
"1225","""Aug 23""",25,"Idfc First Bank",54.42,53.717982,0.38094,0.321078,0.119724
"1226","""Aug 23""",26,"Karur Vysya Bank",29.53,29.346914,0.11812,0.064966,0.023624
"1227","""Aug 23""",27,"South Indian Bank",27.99,27.908829,0.061578,0.019593,0.002799
"1228","""Aug 23""",28,"Bandhan Bank",26,25.6568,0.026,0.3172,0.0468
"1229","""Aug 23""",29,"Au Small Finance Bank",21.75,21.469425,0.261,0.0174,0.00435
"1230","""Aug 23""",30,"Tamilnad Mercantile Bank",17.43,17.346336,0.033117,0.050547,0.001743
"1231","""Aug 23""",31,"City Union Bank",16.91,16.718917,0.130207,0.060876,0.013528
"1232","""Aug 23""",32,"Rbl Bank",26.86,26.432926,0.104754,0.32232,0.06715
"1233","""Aug 23""",33,"Ujjivan Small Finance Bank",16.59,16.450644,0.051429,0.087927,0.034839
"1234","""Aug 23""",34,"Jammu And Kashmir Bank",16.76,16.518656,0.055308,0.186036,0.026816
"1235","""Aug 23""",35,"Equitas Small Finance Bank",12.42,12.107016,0.258336,0.05589,0.001242
"1236","""Aug 23""",36,"Punjab And Sind Bank",12.65,12.20472,0.02277,0.421245,0.084755
"1237","""Aug 23""",37,"Kerala Gramin Bank",12.41,11.989301,0.02482,0.395879,0.174981
"1238","""Aug 23""",38,"Pragathi Krishna Gramin Bank",10.9,10.79536,0.03706,0.06649,0.05123
"1239","""Aug 23""",39,"Citibank",10.05,10.032915,0,0.017085,0.013065
"1240","""Aug 23""",40,"Andhra Pradesh Grameena Vikas Bank",10.26,10.103022,0.063612,0.093366,0.011286
"1241","""Aug 23""",41,"Dbs Bank India Limited",9.69,9.517518,0.118218,0.054264,0.028101
"1242","""Aug 23""",42,"Maharashtra Gramin Bank",9.26,9.134064,0.025002,0.100934,0.015742
"1243","""Aug 23""",43,"Tri O Tech Solutions Private Limited",9.92,9.31984,0.577344,0.022816,0.005952
"1244","""Aug 23""",44,"Rajasthan Marudhara Gramin Bank",8.71,8.51838,0.04355,0.14807,0.018291
"1245","""Aug 23""",45,"Baroda Up Gramin Bank",9.26,8.192322,0.075006,0.99082,0.252798
"1246","""Aug 23""",46,"Esaf Small Finance Bank Ltd.",8.84,8.727732,0.002652,0.109616,0.034476
"1247","""Aug 23""",47,"Andhra Pragathi Grameena Bank",6.49,6.353061,0.023364,0.112926,0.001947
"1248","""Aug 23""",48,"Saraswat Bank",7.12,7.056632,0.01424,0.049128,0.012816
"1249","""Aug 23""",49,"Sarva Haryana Gramin Bank",5.95,5.781615,0.02856,0.13923,0.02261
"1250","""Aug 23""",50,"Baroda Rajasthan Kshetriya Gramin Bank",5.64,5.376048,0.148332,0.11562,0.029892
"1251","""Sept 23""",1,"Paytm Payments Bank",2482.89,2479.662243,2.979468,0.248289,0.248289
"1252","""Sept 23""",2,"Yes Bank Ltd",2018.4,2017.99632,0.40368,0,0
"1253","""Sept 23""",3,"State Bank Of India",1118.01,1113.761562,2.012418,2.23602,0.447204
"1254","""Sept 23""",4,"Axis Bank Ltd",731.82,727.06317,2.56137,2.19546,0.878184
"1255","""Sept 23""",5,"Icici Bank",625.87,622.678063,2.50348,0.688457,0.187761
"1256","""Sept 23""",6,"Hdfc Bank Ltd",508.57,503.687728,2.847992,2.03428,0.762855
"1257","""Sept 23""",7,"Bank Of Baroda",301.81,299.878416,1.026154,0.90543,0.211267
"1258","""Sept 23""",8,"Union Bank Of India",292.91,290.596011,0.527238,1.786751,0.380783
"1259","""Sept 23""",9,"Federal Bank",248.34,247.71915,0.62085,0,0
"1260","""Sept 23""",10,"Punjab National Bank",236.23,234.907112,0.992166,0.330722,0.141738
"1261","""Sept 23""",11,"Canara Bank",234.42,232.89627,1.008006,0.515724,0.281304
"1262","""Sept 23""",12,"Kotak Mahindra Bank",215.88,214.541544,0.97146,0.345408,0.280644
"1263","""Sept 23""",13,"Bank Of India",162.61,161.927038,0.374003,0.308959,0.130088
"1264","""Sept 23""",14,"Indian Bank",159.64,153.030904,1.133444,5.475652,0.989768
"1265","""Sept 23""",15,"Airtel Payments Bank",141.03,139.873554,0.888489,0.267957,0.169236
"1266","""Sept 23""",16,"Indusind Bank",102.49,100.583686,0.266474,1.63984,0.901912
"1267","""Sept 23""",17,"India Post Payment Bank",87.55,85.83402,0.36771,1.357025,0.14008
"1268","""Sept 23""",18,"Central Bank Of India",78.85,76.933945,0.433675,1.48238,0.480985
"1269","""Sept 23""",19,"Indian Overseas Bank",66.65,65.137045,0.27993,1.233025,0.259935
"1270","""Sept 23""",20,"Uco Bank",63.35,60.809665,0.5068,2.0272,0.323085
"1271","""Sept 23""",21,"Idfc First Bank",57.22,56.710742,0.469204,0.040054,0
"1272","""Sept 23""",22,"Idbi Bank Limited",56.22,55.82646,0.25299,0.146172,0.073086
"1273","""Sept 23""",23,"Fino Payments Bank",50.15,49.152015,0.32096,0.677025,0.035105
"1274","""Sept 23""",24,"Bank Of Maharashtra",45.61,44.74341,0.13683,0.72976,0.127708
"1275","""Sept 23""",25,"Karnataka Bank",37.09,36.641211,0.22254,0.229958,0.003709
"1276","""Sept 23""",26,"Rbl Bank",30.68,30.152304,0.09204,0.435656,0.113516
"1277","""Sept 23""",27,"Karur Vysya Bank",29.51,29.30343,0.129844,0.076726,0.017706
"1278","""Sept 23""",28,"South Indian Bank",27.4,27.2219,0.05754,0.12056,0.03562
"1279","""Sept 23""",29,"Bandhan Bank",26.6,26.24356,0.02394,0.3325,0.04256
"1280","""Sept 23""",30,"Au Small Finance Bank",21.31,21.05428,0.230148,0.027703,0.017048
"1281","""Sept 23""",31,"Tamilnad Mercantile Bank",17.86,17.463508,0.041078,0.353628,0.037506
"1282","""Sept 23""",32,"Jammu And Kashmir Bank",17.29,16.921723,0.055328,0.31122,0.041496
"1283","""Sept 23""",33,"City Union Bank",16.95,16.71948,0.171195,0.059325,0.01017
"1284","""Sept 23""",34,"Ujjivan Small Finance Bank",16.46,16.334904,0.054318,0.069132,0.02469
"1285","""Sept 23""",35,"Punjab And Sind Bank",12.67,12.592713,0.022806,0.053214,0.008869
"1286","""Sept 23""",36,"Equitas Small Finance Bank",12.19,11.903535,0.246238,0.039008,0.002438
"1287","""Sept 23""",37,"Kerala Gramin Bank",11.77,11.669955,0.027071,0.072974,0.038841
"1288","""Sept 23""",38,"Tri O Tech Solutions Private Limited",11.15,10.504415,0.61325,0.032335,0.012265
"1289","""Sept 23""",39,"Pragathi Krishna Gramin Bank",10.87,10.758039,0.044567,0.067394,0.052176
"1290","""Sept 23""",40,"Andhra Pradesh Grameena Vikas Bank",10.36,10.140368,0.114996,0.104636,0.029008
"1291","""Sept 23""",41,"Citibank",9.77,9.753391,0,0.016609,0.015632
"1292","""Sept 23""",42,"Maharashtra Gramin Bank",9.4,9.0334,0.02444,0.34216,0.01598
"1293","""Sept 23""",43,"Dbs Bank India Limited",9.38,9.251494,0.119126,0.00938,0.007504
"1294","""Sept 23""",44,"Baroda Up Gramin Bank",9.1,8.1354,0.07553,0.88907,0.25844
"1295","""Sept 23""",45,"Esaf Small Finance Bank Ltd.",8.66,8.60804,0.002598,0.049362,0.036372
"1296","""Sept 23""",46,"Rajasthan Marudhara Gramin Bank",8.47,8.296365,0.068607,0.105028,0.015246
"1297","""Sept 23""",47,"Saraswat Bank",6.9,6.87378,0.01518,0.01173,0.0069
"1298","""Sept 23""",48,"Andhra Pragathi Grameena Bank",6.67,6.4032,0.036685,0.230115,0.006003
"1299","""Sept 23""",49,"Fincare Small Finance Bank Ltd",6.23,5.909155,0.214935,0.10591,0.026166
"1300","""Sept 23""",50,"Sarva Haryana Gramin Bank",6.22,6.165886,0.026124,0.02799,0.000622
"1301","""Oct 23""",1,"Paytm Payments Bank",2709.07,2705.548209,2.979977,0.541814,0
"1302","""Oct 23""",2,"Yes Bank Ltd",2224.58,2223.245252,0.444916,0.667374,0
"1303","""Oct 23""",3,"State Bank Of India",1183.73,1151.295798,3.314444,29.119758,4.853293
"1304","""Oct 23""",4,"Axis Bank Ltd",798.18,796.024914,1.755996,0.39909,0.239454
"1305","""Oct 23""",5,"Icici Bank",651.16,646.471648,3.190684,1.497668,0.520928
"1306","""Oct 23""",6,"Hdfc Bank Ltd",535.56,532.293084,2.6778,0.589116,0.321336
"1307","""Oct 23""",7,"Bank Of Baroda",326.93,320.685637,2.746212,3.498151,0.523088
"1308","""Oct 23""",8,"Union Bank Of India",314.34,311.102298,0.754416,2.51472,0.691548
"1309","""Oct 23""",9,"Federal Bank",271.01,270.061465,0.81303,0.108404,0
"1310","""Oct 23""",10,"Punjab National Bank",256.32,253.859328,1.15344,1.332864,0.563904
"1311","""Oct 23""",11,"Canara Bank",252.42,250.501608,1.287342,0.63105,0.37863
"1312","""Oct 23""",12,"Kotak Mahindra Bank",237.72,234.724728,1.521408,1.473864,0.404124
"1313","""Oct 23""",13,"Bank Of India",175.96,174.974624,0.510284,0.475092,0.228748
"1314","""Oct 23""",14,"Indian Bank",169.62,168.670128,0.780252,0.16962,0.050886
"1315","""Oct 23""",15,"Airtel Payments Bank",158.7,157.47801,0.93633,0.28566,0.1587
"1316","""Oct 23""",16,"Indusind Bank",129.76,127.631936,0.480112,1.660928,0.38928
"1317","""Oct 23""",17,"India Post Payment Bank",96.97,95.525147,0.378183,1.06667,0.038788
"1318","""Oct 23""",18,"Central Bank Of India",84.25,82.2617,0.5392,1.4491,0.446525
"1319","""Oct 23""",19,"Indian Overseas Bank",72.39,71.868792,0.28956,0.231648,0.21717
"1320","""Oct 23""",20,"Uco Bank",67.14,66.361176,0.53712,0.241704,0.114138
"1321","""Oct 23""",21,"Idbi Bank Limited",60.68,59.933636,0.279128,0.467236,0.175972
"1322","""Oct 23""",22,"Bank Of Maharashtra",49.66,49.158434,0.283062,0.22347,0.04966
"1323","""Oct 23""",23,"Fino Payments Bank",50.88,49.485888,0.351072,1.04304,0.030528
"1324","""Oct 23""",24,"Karnataka Bank",39.45,38.846415,0.280095,0.32349,0.019725
"1325","""Oct 23""",25,"Idfc First Bank",52.06,51.46131,0.557042,0.041648,0
"1326","""Oct 23""",26,"Karur Vysya Bank",31.11,30.820677,0.189771,0.099552,0.024888
"1327","""Oct 23""",27,"South Indian Bank",29.03,28.91388,0.095799,0.020321,0.005806
"1328","""Oct 23""",28,"Bandhan Bank",25.96,22.133496,0.10384,3.71228,0.044132
"1329","""Oct 23""",29,"Au Small Finance Bank",22.86,22.39137,0.43434,0.03429,0.032004
"1330","""Oct 23""",30,"Tamilnad Mercantile Bank",18.78,18.552762,0.063852,0.163386,0.024414
"1331","""Oct 23""",31,"City Union Bank",18,17.7642,0.2034,0.0342,0.009
"1332","""Oct 23""",32,"Rbl Bank",39.79,38.297875,0.572976,0.919149,0.107433
"1333","""Oct 23""",33,"Ujjivan Small Finance Bank",18.2,17.87968,0.04368,0.27482,0.0819
"1334","""Oct 23""",34,"Jammu And Kashmir Bank",18.65,18.282595,0.061545,0.303995,0.031705
"1335","""Oct 23""",35,"Equitas Small Finance Bank",13.31,12.961278,0.335412,0.01331,0.001331
"1336","""Oct 23""",36,"Punjab And Sind Bank",13.64,12.415128,0.028644,1.196228,0.079112
"1337","""Oct 23""",37,"Kerala Gramin Bank",12.93,12.703725,0.031032,0.195243,0.071115
"1338","""Oct 23""",38,"Pragathi Krishna Gramin Bank",11.58,11.392404,0.047478,0.141276,0.056742
"1339","""Oct 23""",39,"Citibank",9.77,9.757299,0,0.012701,0.013678
"1340","""Oct 23""",40,"Andhra Pradesh Grameena Vikas Bank",11.32,11.197744,0.082636,0.03962,0.007924
"1341","""Oct 23""",41,"Dbs Bank India Limited",10,9.767,0.169,0.064,0.004
"1342","""Oct 23""",42,"Maharashtra Gramin Bank",10.08,9.725184,0.047376,0.306432,0.024192
"1343","""Oct 23""",43,"Tri O Tech Solutions Private Limited",13.24,12.462812,0.766596,0.010592,0.003972
"1344","""Oct 23""",44,"Rajasthan Marudhara Gramin Bank",8.94,8.855964,0.0447,0.038442,0.007152
"1345","""Oct 23""",45,"Baroda Up Gramin Bank",9.59,8.915823,0.07672,0.598416,0.209062
"1346","""Oct 23""",46,"Esaf Small Finance Bank Ltd.",9.26,9.229442,0.012964,0.017594,0.021298
"1347","""Oct 23""",47,"Andhra Pragathi Grameena Bank",7.09,6.933311,0.039704,0.116985,0.002127
"1348","""Oct 23""",48,"Saraswat Bank",7.5,7.46025,0.0255,0.0135,0.0075
"1349","""Oct 23""",49,"Sarva Haryana Gramin Bank",6.75,6.588,0.027675,0.134325,0.034425
"1350","""Oct 23""",50,"Baroda Rajasthan Kshetriya Gramin Bank",5.26,5.13902,0.056282,0.065224,0.013676
"1351","""Nov 23""",1,"Paytm Payments Bank",2617.76,2615.14224,2.094208,0.261776,0
"1352","""Nov 23""",2,"Yes Bank Ltd",2146.74,2145.881304,0.644022,0.214674,0
"1353","""Nov 23""",3,"State Bank Of India",1163.73,1153.838295,3.142071,6.749634,0.698238
"1354","""Nov 23""",4,"Axis Bank Ltd",856.15,852.04048,2.91091,1.284225,0.599305
"1355","""Nov 23""",5,"Icici Bank",651.71,647.017688,3.91026,0.782052,0.065171
"1356","""Nov 23""",6,"Hdfc Bank Ltd",508.67,505.058443,3.306355,0.305202,0.203468
"1357","""Nov 23""",7,"Bank Of Baroda",317.76,315.948768,1.525248,0.285984,0.31776
"1358","""Nov 23""",8,"Union Bank Of India",310.09,308.694595,0.775225,0.62018,0.372108
"1359","""Nov 23""",9,"Federal Bank",266.3,264.7022,0.85216,0.77227,0.10652
"1360","""Nov 23""",10,"Punjab National Bank",254.47,252.917733,1.196009,0.356258,0.610728
"1361","""Nov 23""",11,"Canara Bank",252.28,249.88334,1.337084,1.059576,0.327964
"1362","""Nov 23""",12,"Kotak Mahindra Bank",219.84,218.323104,1.406976,0.10992,0.131904
"1363","""Nov 23""",13,"Bank Of India",173.07,167.272155,0.536517,5.261328,0.744201
"1364","""Nov 23""",14,"Indian Bank",167.39,166.536311,0.736516,0.117173,0.066956
"1365","""Nov 23""",15,"Airtel Payments Bank",160.79,159.294653,0.820029,0.691397,0.241185
"1366","""Nov 23""",16,"Indusind Bank",135.4,133.95122,0.58222,0.86656,0.58222
"1367","""Nov 23""",17,"India Post Payment Bank",100.15,98.818005,0.42063,0.90135,0.14021
"1368","""Nov 23""",18,"Central Bank Of India",82.64,81.326024,0.471048,0.842928,0.37188
"1369","""Nov 23""",19,"Indian Overseas Bank",70.94,70.400856,0.24829,0.28376,0.227008
"1370","""Nov 23""",20,"Uco Bank",67.33,66.245987,0.531907,0.552106,0.053864
"1371","""Nov 23""",21,"Idbi Bank Limited",58.83,57.906369,0.282384,0.641247,0.276501
"1372","""Nov 23""",22,"Bank Of Maharashtra",48.5,48.0053,0.29585,0.19885,0.0485
"1373","""Nov 23""",23,"Fino Payments Bank",44.77,43.941755,0.31339,0.514855,0.04477
"1374","""Nov 23""",24,"Karnataka Bank",39.12,38.634912,0.262104,0.226896,0.007824
"1375","""Nov 23""",25,"Idfc First Bank",48.61,47.856545,0.675679,0.077776,0.072915
"1376","""Nov 23""",26,"Karur Vysya Bank",30.6,30.28788,0.18054,0.13158,0.02754
"1377","""Nov 23""",27,"South Indian Bank",29.58,29.32857,0.127194,0.124236,0.005916
"1378","""Nov 23""",28,"Bandhan Bank",26.18,25.674726,0.138754,0.36652,0
"1379","""Nov 23""",29,"Au Small Finance Bank",22.96,22.40896,0.514304,0.036736,0.025256
"1380","""Nov 23""",30,"Tamilnad Mercantile Bank",18.71,18.61645,0.058001,0.035549,0.005613
"1381","""Nov 23""",31,"City Union Bank",17.92,17.626112,0.25984,0.034048,0.010752
"1382","""Nov 23""",32,"Rbl Bank",44.4,42.54852,0.2442,1.60728,0.13764
"1383","""Nov 23""",33,"Ujjivan Small Finance Bank",17.99,17.865869,0.034181,0.08995,0.044975
"1384","""Nov 23""",34,"Jammu And Kashmir Bank",19.18,18.7964,0.06713,0.314552,0.051786
"1385","""Nov 23""",35,"Equitas Small Finance Bank",12.5,12.19375,0.29625,0.01,0
"1386","""Nov 23""",36,"Punjab And Sind Bank",13.25,13.166525,0.0371,0.046375,0.027825
"1387","""Nov 23""",37,"Kerala Gramin Bank",13.43,13.216463,0.029546,0.185334,0.079237
"1388","""Nov 23""",38,"Pragathi Krishna Gramin Bank",11.6,11.484,0.05684,0.05916,0.03828
"1389","""Nov 23""",39,"Citibank",10.35,10.328265,0,0.021735,0
"1390","""Nov 23""",40,"Andhra Pradesh Grameena Vikas Bank",11.19,11.051244,0.097353,0.041403,0.007833
"1391","""Nov 23""",41,"Dbs Bank India Limited",9.6,9.42816,0.1632,0.00768,0.00384
"1392","""Nov 23""",42,"Maharashtra Gramin Bank",9.6,9.43584,0.02496,0.1392,0.01344
"1393","""Nov 23""",43,"Tri O Tech Solutions Private Limited",13.88,13.136032,0.738416,0.005552,0.001388
"1394","""Nov 23""",44,"Rajasthan Marudhara Gramin Bank",8.76,8.687292,0.053436,0.019272,0.005256
"1395","""Nov 23""",45,"Baroda Up Gramin Bank",10.63,8.861168,0.090355,1.67954,0.577209
"1396","""Nov 23""",46,"Esaf Small Finance Bank Ltd.",9.33,9.298278,0.015861,0.016794,0.004665
"1397","""Nov 23""",47,"Andhra Pragathi Grameena Bank",7.17,7.017996,0.053058,0.098946,0.002868
"1398","""Nov 23""",48,"Saraswat Bank",7.23,7.183005,0.026751,0.020244,0.007953
"1399","""Nov 23""",49,"Sarva Haryana Gramin Bank",6.55,6.3666,0.028165,0.155235,0.0393
"1400","""Nov 23""",50,"Baroda Rajasthan Kshetriya Gramin Bank",5.2,4.89164,0.06812,0.24024,0.06864
"1401","""Dec 23""",1,"Paytm Payments Bank",2835.27,2832.43473,1.984689,0.850581,0
"1402","""Dec 23""",2,"Yes Bank Ltd",2269.48,2268.34526,0.907792,0.226948,0
"1403","""Dec 23""",3,"State Bank Of India",1252.21,1245.94895,2.379199,3.75663,0.876547
"1404","""Dec 23""",4,"Axis Bank Ltd",967.52,966.55248,0.870768,0.096752,0.096752
"1405","""Dec 23""",5,"Icici Bank",647.97,643.822992,3.110256,1.036752,0.453579
"1406","""Dec 23""",6,"Hdfc Bank Ltd",549.41,537.32298,11.702433,0.329646,0.274705
"1407","""Dec 23""",7,"Bank Of Baroda",333.64,331.371248,0.8341,1.434652,0.433732
"1408","""Dec 23""",8,"Union Bank Of India",326.55,324.884595,0.620445,1.077615,0.84903
"1409","""Dec 23""",9,"Federal Bank",291.79,290.768735,0.846191,0.175074,0
"1410","""Dec 23""",10,"Punjab National Bank",270.17,268.575997,1.377867,0.216136,0.297187
